관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적
11710-100214598,11710-100214579,지상,서울특별시 송파구 올림픽로 99,171동,1001,지상,20.0,1,41.13
11650-34560,11650-7248,지상,서울특별시 서초구 방배로13길 18,,B20호,지하,40.0,0,47.15
11500-100196782,11500-100196778,지상,서울특별시 강서구 곰달래로45길 63,경인스위트홈,202호,지상,10.0,1,19.25
11500-100200149,11500-100200147,지상,서울특별시 강서구 초록마을로24길 15-6,타워파크빌,201호,지상,40.0,1,14.8859
11710-100212601,11710-100212519,지상,서울특별시 송파구 올림픽로 99,107동,2102,지상,40.0,0,5.4261
11500-100195696,11500-100195693,지상,서울특별시 강서구 초록마을로2길 7-7,,202호,지상,40.0,0,2.8901
11710-100236556,11710-100236457,지상,서울특별시 송파구 송파대로28길 43,송파KCC웰츠타워,906,지상,40.0,0,18.777
11710-100213795,11710-100213736,지상,서울특별시 송파구 올림픽로 99,102동,1503,지상,40.0,0,8.2376
11500-100198559,11500-100198554,지상,서울특별시 강서구 초록마을로18길 24,영펠리스,302호,지상,20.0,2,6.93
11710-100236562,11710-100236457,지상,서울특별시 송파구 송파대로28길 43,송파KCC웰츠타워,1001,지상,10.0,4,1.9848
11500-100195622,11500-100195614,지상,서울특별시 강서구 초록마을로 102,다나네스트빌,402호,지상,10.0,1,1.975
11680-47581,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1001호,지상,40.0,0,14.78
11680-47590,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,301호,지상,20.0,0,35.7
11680-47591,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,403호,지상,40.0,0,10.82
11680-47592,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,504호,지상,40.0,0,2.53
11680-47593,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,701호,지상,40.0,0,9.1
11680-47594,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,901호,지상,10.0,0,76.22
11680-47595,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1002호,지상,40.0,0,23.11
11680-47596,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,603호,지상,40.0,0,5.4
11680-47597,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,803호,지상,40.0,0,19.43
11680-47598,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1501호,지상,10.0,0,62.2
11680-47599,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1503호,지상,40.0,0,18.86
11680-47600,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,303호,지상,40.0,0,4.4
11680-47580,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,902호,지상,40.0,0,4.1
11680-47579,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,703호,지상,40.0,0,17.58
11680-47577,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,903호,지상,40.0,0,13.2
11680-47571,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,602호,지상,40.0,0,6.65
11680-47576,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,804호,지상,40.0,0,3.66
11680-47575,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,802호,지상,40.0,0,15.7
11680-47574,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,801호,지상,20.0,0,51.8
11680-47573,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,702호,지상,40.0,0,8.89
11680-47572,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,604호,지상,40.0,0,2.47
11680-47587,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1101호,지상,40.0,0,21.3
11680-47602,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,704호,지상,10.0,0,64.68
11680-47601,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,402호,지상,40.0,0,15.85
11680-47588,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1301호,지상,40.0,0,4.97
11680-47589,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1502호,지상,40.0,0,17.91
11680-47582,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1102호,지상,20.0,0,67.64
11680-47583,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1201호,지상,40.0,0,20.51
11680-47578,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,904호,지상,20.0,0,57.98
11680-47584,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1302호,지상,40.0,0,4.78
11680-47585,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,1402호,지상,40.0,0,17.24
11680-47586,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,103호,지상,20.0,0,70.27
11545-100186197,11545-100186165,지상,서울특별시 금천구 벚꽃로 234,에이스하이엔드타워6,210,지상,40.0,0,20.2716
11500-100203376,11500-100203374,지상,서울특별시 강서구 금낭화로24가길 6,201,103,지상,20.0,2,180.59
11545-100186649,11545-100186589,지상,서울특별시 금천구 가산디지털1로 83,,201,지상,40.0,0,63.0641
11500-100196718,11500-100196673,지상,서울특별시 강서구 강서로47마길 15,수명산 태송팰리채,706,지상,20.0,3,53.87
11500-100196063,11500-100196058,지상,서울특별시 강서구 화곡로42가길 27,현대빌라트,401호,지상,20.0,1,0.54
11710-100236442,11710-100236437,지상,서울특별시 송파구 가락로36길 5-13,,401,지상,10.0,4,2.3768
11710-100236443,11710-100236437,지상,서울특별시 송파구 가락로36길 5-13,,402,지상,40.0,0,4.6981
11710-100218427,11710-100218406,지상,서울특별시 송파구 올림픽로 435,314동,2504,지상,40.0,0,3.12
11710-100236444,11710-100236437,지상,서울특별시 송파구 가락로36길 5-13,,501,지상,40.0,0,9.0619
11710-100222418,11710-100222313,지상,서울특별시 송파구 올림픽로 435,306동,2502,지상,20.0,1,36.9
11710-100214476,11710-100214472,지상,서울특별시 송파구 올림픽로 99,162동,104,지상,20.0,1,32.05
11500-100200151,11500-100200147,지상,서울특별시 강서구 초록마을로24길 15-6,타워파크빌,301호,지상,40.0,2,24.5933
11545-100186195,11545-100186165,지상,서울특별시 금천구 벚꽃로 234,에이스하이엔드타워6,212,지상,40.0,0,28.5514
11710-100236602,11710-100236457,지상,서울특별시 송파구 송파대로28길 43,송파KCC웰츠타워,1202,지상,10.0,4,2.2253
11500-100196816,11500-100196814,지상,서울특별시 강서구 까치산로4다길 34,101동,202호,지상,40.0,0,11.25
11710-100232441,11710-100232437,지상,서울특별시 송파구 백제고분로42길 13-15,,302,지상,40.0,0,43.48
11500-100226669,11500-100226659,지상,서울특별시 강서구 강서로47길 15-11,,602,지상,20.0,1,0.103
11500-100215250,11500-100215248,지상,서울특별시 강서구 강서로45다길 62-23,,202,지상,40.0,0,31.98
11500-100196708,11500-100196673,지상,서울특별시 강서구 강서로47마길 15,수명산 태송팰리채,507,지상,20.0,5,50.02
11710-100214617,11710-100214579,지상,서울특별시 송파구 올림픽로 99,171동,1902,지상,20.0,4,83.56
11545-100185698,11545-100185625,지상,서울특별시 금천구 가산디지털1로 226,에이스하이엔드타워5,1602,지상,10.0,0,8.528
11710-100231151,11710-100231145,지상,서울특별시 송파구 가락로11길 6-14,,501,지상,10.0,0,36.6005
11710-100231150,11710-100231145,지상,서울특별시 송파구 가락로11길 6-14,,402,지상,40.0,0,10.8102
11710-100231149,11710-100231145,지상,서울특별시 송파구 가락로11길 6-14,,401,지상,40.0,0,2.5792
11710-100231148,11710-100231145,지상,서울특별시 송파구 가락로11길 6-14,,302,지상,10.0,5,2.1821
11710-100231147,11710-100231145,지상,서울특별시 송파구 가락로11길 6-14,,301,지상,10.0,0,27.4504
11710-100231146,11710-100231145,지상,서울특별시 송파구 가락로11길 6-14,,201,지상,40.0,0,2.5792
11500-100216674,11500-100216666,지상,서울특별시 강서구 화곡로13나길 7,,402,지상,20.0,2,41.0
11500-100224559,11500-100224540,지상,서울특별시 강서구 강서로45다길 7,101동,602호,지상,40.0,0,4.18
11500-100197450,11500-100197436,지상,서울특별시 강서구 방화대로34길 88,102동,302,지상,20.0,1,179.4914
11500-100221612,11500-100221579,지상,서울특별시 강서구 곰달래로20길 13,,1203,지상,40.0,0,12.53
11545-100185640,11545-100185625,지상,서울특별시 금천구 가산디지털1로 226,에이스하이엔드타워5,201,지상,40.0,0,8.884
11545-100185659,11545-100185625,지상,서울특별시 금천구 가산디지털1로 226,에이스하이엔드타워5,701,지상,10.0,3,1.824
11710-100213718,11710-100213657,지상,서울특별시 송파구 올림픽로 99,129동,1601,지상,20.0,0,29.34
11710-100232488,11710-100232477,지상,서울특별시 송파구 가락로34길 21,,403,지상,40.0,0,3.21
11500-100220090,11500-100220079,지상,서울특별시 강서구 가로공원로84길 23,,601,지상,20.0,1,13.97
11500-100192950,11500-100192800,지상,서울특별시 강서구 강서로 266,142동,804호,지상,40.0,0,29.684
11500-100227697,11500-100227610,지상,서울특별시 강서구 공항대로46길 28,101동,220,지상,20.0,1,132.38
11710-100222358,11710-100222313,지상,서울특별시 송파구 올림픽로 435,306동,1201,지상,10.0,0,0.47
11710-100212820,11710-100212760,지상,서울특별시 송파구 올림픽로 99,116동,1604,지상,10.0,2,6.09
11710-100220980,11710-100220906,지상,서울특별시 송파구 올림픽로 435,112동,1902,지상,20.0,1,113.99
11710-100220971,11710-100220906,지상,서울특별시 송파구 올림픽로 435,112동,1701,지상,10.0,2,12.34
11710-100220972,11710-100220906,지상,서울특별시 송파구 올림픽로 435,112동,1702,지상,40.0,0,30.74
11710-100220973,11710-100220906,지상,서울특별시 송파구 올림픽로 435,112동,1703,지상,20.0,1,0.34
11710-100220970,11710-100220906,지상,서울특별시 송파구 올림픽로 435,112동,1604,지상,20.0,1,0.33
11710-100220969,11710-100220906,지상,서울특별시 송파구 올림픽로 435,112동,1603,지상,40.0,0,30.27
11710-100220968,11710-100220906,지상,서울특별시 송파구 올림픽로 435,112동,1602,지상,10.0,2,12.16
11710-100221018,11710-100220906,지상,서울특별시 송파구 올림픽로 435,112동,2804,지상,20.0,2,88.81
11710-100221017,11710-100220906,지상,서울특별시 송파구 올림픽로 435,112동,2803,지상,20.0,2,56.96
11500-100196831,11500-100196823,지상,서울특별시 강서구 까치산로4다길 34,102동,502호,지상,40.0,0,12.04
11500-100207910,11500-100207908,지상,서울특별시 강서구 강서로18라길 30,,202,지상,40.0,0,15.22
11710-100213827,11710-100213736,지상,서울특별시 송파구 올림픽로 99,102동,2303,지상,40.0,0,9.0539
11500-100203814,11500-100203808,지상,서울특별시 강서구 까치산로18라길 5-47,강서신지타워,203,지상,10.0,4,8.45
11500-100204449,11500-100204448,지상,서울특별시 강서구 강서로 43,도양 라비앙타워,B101,지하,10.0,4,3.27
11500-100204450,11500-100204448,지상,서울특별시 강서구 강서로 43,도양 라비앙타워,B102,지하,10.0,1,0.84
11710-100232320,11710-25318,지상,서울특별시 송파구 중대로 135,,동관 101-6호,지상,40.0,0,2.3
11710-100232319,11710-25318,지상,서울특별시 송파구 중대로 135,,동관 101-5호,지상,40.0,0,13.41
11500-100201460,11500-100201453,지상,서울특별시 강서구 월정로14길 7,혜림주택,402호,지상,20.0,4,83.74
11710-100223729,11710-100223671,지상,서울특별시 송파구 올림픽로 435,214동,1203,지상,40.0,0,16.9187
11710-100236522,11710-100236457,지상,서울특별시 송파구 송파대로28길 43,송파KCC웰츠타워,712,지상,10.0,4,2.4015
11500-100224725,11500-100224719,지상,서울특별시 강서구 화곡로44나길 12,,402,지상,40.0,0,10.95
11710-100219131,11710-100219058,지상,서울특별시 송파구 올림픽로 435,212동,1901,지상,10.0,1,26.183
11710-100219132,11710-100219058,지상,서울특별시 송파구 올림픽로 435,212동,1902,지상,20.0,1,13.953
11710-100219173,11710-100219058,지상,서울특별시 송파구 올림픽로 435,212동,2602,지상,10.0,1,38.952
11710-100219174,11710-100219058,지상,서울특별시 송파구 올림픽로 435,212동,2603,지상,10.0,1,20.757
11710-100219200,11710-100219058,지상,서울특별시 송파구 올림픽로 435,212동,3301,지상,20.0,1,27.43
11710-100219125,11710-100219058,지상,서울특별시 송파구 올림픽로 435,212동,1703,지상,10.0,1,283.89
11710-100219114,11710-100219058,지상,서울특별시 송파구 올림픽로 435,212동,1404,지상,20.0,1,190.83
11710-100236462,11710-100236457,지상,서울특별시 송파구 송파대로28길 43,송파KCC웰츠타워,315,지상,10.0,4,1.8571
11545-100186957,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,702,지상,20.0,1,24.675
11500-100220140,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,306,지상,20.0,2,29.49
11500-100220142,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,310,지상,20.0,2,10.85
11500-100220144,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,314,지상,20.0,2,35.67
11500-100220146,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,311,지상,20.0,2,10.77
11500-100220451,11500-100220336,지상,서울특별시 강서구 양천로 551-24,,1112,지상,20.0,1,7.6187
11500-100220439,11500-100220336,지상,서울특별시 강서구 양천로 551-24,,1003,지상,20.0,1,28.1
11500-100202676,11500-100202668,지상,서울특별시 강서구 강서로12길 15-20,성원빌라,501,지상,40.0,0,17.49
11500-100198534,11500-100198533,지상,서울특별시 강서구 공항대로48길 48,은하위너빌,201호,지상,10.0,0,4.28
11500-100192590,11500-100192369,지상,서울특별시 강서구 강서로 266,139동,1201호,지상,20.0,2,51.38
11500-100221595,11500-100221579,지상,서울특별시 강서구 곰달래로20길 13,,701,지상,20.0,0,59.85
11500-100194140,11500-100193930,지상,서울특별시 강서구 강서로 254,상가,401호,지상,20.0,1,80.16
11500-100194162,11500-100193930,지상,서울특별시 강서구 강서로 254,상가,403호,지상,10.0,4,44.68
11500-100194169,11500-100193930,지상,서울특별시 강서구 강서로 254,상가,404호,지상,10.0,4,44.65
11500-100194175,11500-100193930,지상,서울특별시 강서구 강서로 254,상가,402호,지상,10.0,1,0.47
11500-100194181,11500-100193930,지상,서울특별시 강서구 강서로 254,상가,405호,지상,10.0,1,0.44
11500-100196775,11500-100196769,지상,서울특별시 강서구 까치산로14가길 14,뉴파인빌,401호,지상,10.0,1,17.61
11500-100199892,11500-100199885,지상,서울특별시 강서구 강서로18바길 37,나산맨션,302호,지상,20.0,2,34.8
11710-100218392,11710-100218315,지상,서울특별시 송파구 올림픽로 435,317동,2001,지상,40.0,0,11.4
11710-100213819,11710-100213736,지상,서울특별시 송파구 올림픽로 99,102동,2103,지상,40.0,0,2.6094
11710-100232558,11710-100232548,지상,서울특별시 송파구 성내천로47길 38,213동,602,지상,40.0,0,45.89
11710-100232559,11710-100232548,지상,서울특별시 송파구 성내천로47길 38,213동,701,지상,40.0,0,24.82
11710-100232562,11710-100232548,지상,서울특별시 송파구 성내천로47길 38,213동,802,지상,40.0,0,23.52
11710-100232563,11710-100232548,지상,서울특별시 송파구 성내천로47길 38,213동,901,지상,40.0,0,4.14
11710-100232564,11710-100232548,지상,서울특별시 송파구 성내천로47길 38,213동,902,지상,40.0,0,38.21
